(o´∀`o),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(o´∀`o),(o´∀`o),顔文字
(´• ω •`),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(´• ω •`),(´• ω •`),顔文字
(＾▽＾),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(＾▽＾),(＾▽＾),顔文字
(⌒ω⌒),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(⌒ω⌒),(⌒ω⌒),顔文字
∑d(°∀°d),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,∑d(°∀°d),∑d(°∀°d),顔文字
╰(▔∀▔)╯,*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,╰(▔∀▔)╯,╰(▔∀▔)╯,顔文字
(─‿‿─),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(─‿‿─),(─‿‿─),顔文字
(*^‿^*),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(*^‿^*),(*^‿^*),顔文字
ヽ(o^ ^o)ﾉ,*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,ヽ(o^ ^o)ﾉ,ヽ(o^ ^o)ﾉ,顔文字
(✯◡✯),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(✯◡✯),(✯◡✯),顔文字
(◕‿◕),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(◕‿◕),(◕‿◕),顔文字
(*≧ω≦*),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(*≧ω≦*),(*≧ω≦*),顔文字
(☆▽☆),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(☆▽☆),(☆▽☆),顔文字
(⌒‿⌒),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(⌒‿⌒),(⌒‿⌒),顔文字
＼(≧▽≦)／,*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,＼(≧▽≦)／,＼(≧▽≦)／,顔文字
ヽ(o＾▽＾o)ノ,*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,ヽ(o＾▽＾o)ノ,ヽ(o＾▽＾o)ノ,顔文字
☆ ～('▽^人),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,☆ ～('▽^人),☆ ～('▽^人),顔文字
(*°▽°*),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(*°▽°*),(*°▽°*),顔文字
٩(｡•́‿•̀｡)۶,*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,٩(｡•́‿•̀｡)۶,٩(｡•́‿•̀｡)۶,顔文字
(✧ω✧),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(✧ω✧),(✧ω✧),顔文字
ヽ(*⌒▽⌒*)ﾉ,*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,ヽ(*⌒▽⌒*)ﾉ,ヽ(*⌒▽⌒*)ﾉ,顔文字
(´｡• ᵕ •｡`),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(´｡• ᵕ •｡`),(´｡• ᵕ •｡`),顔文字
( ´ ▽ ` ),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,( ´ ▽ ` ),( ´ ▽ ` ),顔文字
(￣▽￣),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(￣▽￣),(￣▽￣),顔文字
╰(*´︶`*)╯,*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,╰(*´︶`*)╯,╰(*´︶`*)╯,顔文字
ヽ(>∀<☆)ノ,*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,ヽ(>∀<☆)ノ,ヽ(>∀<☆)ノ,顔文字
o(≧▽≦)o,*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,o(≧▽≦)o,o(≧▽≦)o,顔文字
(☆ω☆),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(☆ω☆),(☆ω☆),顔文字
(っ˘ω˘ς ),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(っ˘ω˘ς ),(っ˘ω˘ς ),顔文字
＼(￣▽￣)／,*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,＼(￣▽￣)／,＼(￣▽￣)／,顔文字
(*¯︶¯*),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(*¯︶¯*),(*¯︶¯*),顔文字
＼(＾▽＾)／,*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,＼(＾▽＾)／,＼(＾▽＾)／,顔文字
٩(◕‿◕)۶,*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,٩(◕‿◕)۶,٩(◕‿◕)۶,顔文字
(o˘◡˘o),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(o˘◡˘o),(o˘◡˘o),顔文字
\(★ω★)/,*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,\(★ω★)/,\(★ω★)/,顔文字
\(^ヮ^)/,*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,\(^ヮ^)/,\(^ヮ^)/,顔文字
(〃＾▽＾〃),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(〃＾▽＾〃),(〃＾▽＾〃),顔文字
(╯✧▽✧)╯,*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(╯✧▽✧)╯,(╯✧▽✧)╯,顔文字
o(>ω<)o,*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,o(>ω<)o,o(>ω<)o,顔文字
o( ❛ᴗ❛ )o,*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,o( ❛ᴗ❛ )o,o( ❛ᴗ❛ )o,顔文字
｡ﾟ(TヮT)ﾟ｡,*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,｡ﾟ(TヮT)ﾟ｡,｡ﾟ(TヮT)ﾟ｡,顔文字
( ‾́ ◡ ‾́ ),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,( ‾́ ◡ ‾́ ),( ‾́ ◡ ‾́ ),顔文字
(ﾉ´ヮ`)ﾉ*: ･ﾟ,*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(ﾉ´ヮ`)ﾉ*: ･ﾟ,(ﾉ´ヮ`)ﾉ*: ･ﾟ,顔文字
(b ᵔ▽ᵔ)b,*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(b ᵔ▽ᵔ)b,(b ᵔ▽ᵔ)b,顔文字
(๑˃ᴗ˂)ﻭ,*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(๑˃ᴗ˂)ﻭ,(๑˃ᴗ˂)ﻭ,顔文字
(๑˘︶˘๑),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(๑˘︶˘๑),(๑˘︶˘๑),顔文字
( ˙꒳​˙ ),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,( ˙꒳​˙ ),( ˙꒳​˙ ),顔文字
(*꒦ິ꒳꒦ີ),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(*꒦ິ꒳꒦ີ),(*꒦ິ꒳꒦ີ),顔文字
°˖✧◝(⁰▿⁰)◜✧˖°,*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,°˖✧◝(⁰▿⁰)◜✧˖°,°˖✧◝(⁰▿⁰)◜✧˖°,顔文字
(´･ᴗ･ ` ),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(´･ᴗ･ ` ),(´･ᴗ･ ` ),顔文字
(ﾉ◕ヮ◕)ﾉ*:･ﾟ✧,*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(ﾉ◕ヮ◕)ﾉ*:･ﾟ✧,(ﾉ◕ヮ◕)ﾉ*:･ﾟ✧,顔文字
(„• ֊ •„),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(„• ֊ •„),(„• ֊ •„),顔文字
(.❛ ᴗ ❛.),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(.❛ ᴗ ❛.),(.❛ ᴗ ❛.),顔文字
(⁀ᗢ⁀),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(⁀ᗢ⁀),(⁀ᗢ⁀),顔文字
(￢‿￢ ),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(￢‿￢ ),(￢‿￢ ),顔文字
(¬‿¬ ),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(¬‿¬ ),(¬‿¬ ),顔文字
(*￣▽￣)b,*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(*￣▽￣)b,(*￣▽￣)b,顔文字
( ˙▿˙ ),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,( ˙▿˙ ),( ˙▿˙ ),顔文字
(¯▿¯),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(¯▿¯),(¯▿¯),顔文字
( ◕▿◕ ),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,( ◕▿◕ ),( ◕▿◕ ),顔文字
＼(٥⁀▽⁀ )／,*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,＼(٥⁀▽⁀ )／,＼(٥⁀▽⁀ )／,顔文字
(„• ᴗ •„),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(„• ᴗ •„),(„• ᴗ •„),顔文字
(ᵔ◡ᵔ),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(ᵔ◡ᵔ),(ᵔ◡ᵔ),顔文字
( ´ ▿ ` ),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,( ´ ▿ ` ),( ´ ▿ ` ),顔文字
(๑>◡<๑),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,(๑>◡<๑),(๑>◡<๑),顔文字
( = ⩊ = ),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,( = ⩊ = ),( = ⩊ = ),顔文字
( ´ ꒳ ` ),*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,( ´ ꒳ ` ),( ´ ꒳ ` ),顔文字
⸜( ´ ꒳ ` )⸝,*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,⸜( ´ ꒳ ` )⸝,⸜( ´ ꒳ ` )⸝,顔文字
⸜(⸝⸝⸝´꒳`⸝⸝⸝)⸝,*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,⸜(⸝⸝⸝´꒳`⸝⸝⸝)⸝,⸜(⸝⸝⸝´꒳`⸝⸝⸝)⸝,顔文字
⸜(*ˊᗜˋ*)⸝,*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,⸜(*ˊᗜˋ*)⸝,⸜(*ˊᗜˋ*)⸝,顔文字
⸜( *ˊᵕˋ* )⸝,*,*,*,顔文字,楽しい,Joy,Positive Emotion,*,*,⸜( *ˊᵕˋ* )⸝,⸜( *ˊᵕˋ* )⸝,顔文字
(ﾉ´ з `)ノ,*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(ﾉ´ з `)ノ,(ﾉ´ з `)ノ,顔文字
(♡μ_μ),*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(♡μ_μ),(♡μ_μ),顔文字
(*^^*)♡,*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(*^^*)♡,(*^^*)♡,顔文字
☆⌒ヽ(*'､^*)chu,*,*,*,顔文字,愛,Love,Positive Emotion,*,*,☆⌒ヽ(*'､^*)chu,☆⌒ヽ(*'､^*)chu,顔文字
(♡-_-♡),*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(♡-_-♡),(♡-_-♡),顔文字
(￣ε￣＠),*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(￣ε￣＠),(￣ε￣＠),顔文字
ヽ(♡‿♡)ノ,*,*,*,顔文字,愛,Love,Positive Emotion,*,*,ヽ(♡‿♡)ノ,ヽ(♡‿♡)ノ,顔文字
( ´ ∀ `)ノ～ ♡,*,*,*,顔文字,愛,Love,Positive Emotion,*,*,( ´ ∀ `)ノ～ ♡,( ´ ∀ `)ノ～ ♡,顔文字
(─‿‿─)♡,*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(─‿‿─)♡,(─‿‿─)♡,顔文字
(´｡• ᵕ •｡`) ♡,*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(´｡• ᵕ •｡`) ♡,(´｡• ᵕ •｡`) ♡,顔文字
(*♡∀♡),*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(*♡∀♡),(*♡∀♡),顔文字
(｡・//ε//・｡),*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(｡・//ε//・｡),(｡・//ε//・｡),顔文字
(´ ω `♡),*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(´ ω `♡),(´ ω `♡),顔文字
♡( ◡‿◡ ),*,*,*,顔文字,愛,Love,Positive Emotion,*,*,♡( ◡‿◡ ),♡( ◡‿◡ ),顔文字
(◕‿◕)♡,*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(◕‿◕)♡,(◕‿◕)♡,顔文字
(/▽＼*)｡o○♡,*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(/▽＼*)｡o○♡,(/▽＼*)｡o○♡,顔文字
(ღ˘⌣˘ღ),*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(ღ˘⌣˘ღ),(ღ˘⌣˘ღ),顔文字
(♡°▽°♡),*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(♡°▽°♡),(♡°▽°♡),顔文字
♡(｡- ω -),*,*,*,顔文字,愛,Love,Positive Emotion,*,*,♡(｡- ω -),♡(｡- ω -),顔文字
♡ ～('▽^人),*,*,*,顔文字,愛,Love,Positive Emotion,*,*,♡ ～('▽^人),♡ ～('▽^人),顔文字
(´• ω •`) ♡,*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(´• ω •`) ♡,(´• ω •`) ♡,顔文字
(´ ε ` )♡,*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(´ ε ` )♡,(´ ε ` )♡,顔文字
(´｡• ω •｡`) ♡,*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(´｡• ω •｡`) ♡,(´｡• ω •｡`) ♡,顔文字
( ´ ▽ ` ).｡ｏ♡,*,*,*,顔文字,愛,Love,Positive Emotion,*,*,( ´ ▽ ` ).｡ｏ♡,( ´ ▽ ` ).｡ｏ♡,顔文字
╰(*´︶`*)╯♡,*,*,*,顔文字,愛,Love,Positive Emotion,*,*,╰(*´︶`*)╯♡,╰(*´︶`*)╯♡,顔文字
(*˘︶˘*).｡.:*♡,*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(*˘︶˘*).｡.:*♡,(*˘︶˘*).｡.:*♡,顔文字
(♡˙︶˙♡),*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(♡˙︶˙♡),(♡˙︶˙♡),顔文字
♡＼(￣▽￣)／♡,*,*,*,顔文字,愛,Love,Positive Emotion,*,*,♡＼(￣▽￣)／♡,♡＼(￣▽￣)／♡,顔文字
(≧◡≦) ♡,*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(≧◡≦) ♡,(≧◡≦) ♡,顔文字
(⌒▽⌒)♡,*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(⌒▽⌒)♡,(⌒▽⌒)♡,顔文字
(*¯ ³¯*)♡,*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(*¯ ³¯*)♡,(*¯ ³¯*)♡,顔文字
(っ˘з(˘⌣˘ ) ♡,*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(っ˘з(˘⌣˘ ) ♡,(っ˘з(˘⌣˘ ) ♡,顔文字
♡ (˘▽˘>ԅ( ˘⌣˘),*,*,*,顔文字,愛,Love,Positive Emotion,*,*,♡ (˘▽˘>ԅ( ˘⌣˘),♡ (˘▽˘>ԅ( ˘⌣˘),顔文字
( ˘⌣˘)♡(˘⌣˘ ),*,*,*,顔文字,愛,Love,Positive Emotion,*,*,( ˘⌣˘)♡(˘⌣˘ ),( ˘⌣˘)♡(˘⌣˘ ),顔文字
(/^-^(^ ^*)/ ♡,*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(/^-^(^ ^*)/ ♡,(/^-^(^ ^*)/ ♡,顔文字
٩(♡ε♡)۶,*,*,*,顔文字,愛,Love,Positive Emotion,*,*,٩(♡ε♡)۶,٩(♡ε♡)۶,顔文字
σ(≧ε≦σ) ♡,*,*,*,顔文字,愛,Love,Positive Emotion,*,*,σ(≧ε≦σ) ♡,σ(≧ε≦σ) ♡,顔文字
♡ (⇀ 3 ↼),*,*,*,顔文字,愛,Love,Positive Emotion,*,*,♡ (⇀ 3 ↼),♡ (⇀ 3 ↼),顔文字
♡ (￣З￣),*,*,*,顔文字,愛,Love,Positive Emotion,*,*,♡ (￣З￣),♡ (￣З￣),顔文字
(❤ω❤),*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(❤ω❤),(❤ω❤),顔文字
(˘∀˘)/(μ‿μ) ❤,*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(˘∀˘)/(μ‿μ) ❤,(˘∀˘)/(μ‿μ) ❤,顔文字
❤ (ɔˆз(ˆ⌣ˆc),*,*,*,顔文字,愛,Love,Positive Emotion,*,*,❤ (ɔˆз(ˆ⌣ˆc),❤ (ɔˆз(ˆ⌣ˆc),顔文字
(´♡‿♡`),*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(´♡‿♡`),(´♡‿♡`),顔文字
(°◡°♡),*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(°◡°♡),(°◡°♡),顔文字
Σ>―(〃°ω°〃)♡→,*,*,*,顔文字,愛,Love,Positive Emotion,*,*,Σ>―(〃°ω°〃)♡→,Σ>―(〃°ω°〃)♡→,顔文字
(´,,•ω•,,)♡,*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(´,,•ω•,,)♡,(´,,•ω•,,)♡,顔文字
(´꒳`)♡,*,*,*,顔文字,愛,Love,Positive Emotion,*,*,(´꒳`)♡,(´꒳`)♡,顔文字
♡(>ᴗ•),*,*,*,顔文字,愛,Love,Positive Emotion,*,*,♡(>ᴗ•),♡(>ᴗ•),顔文字
(⌒_⌒;),*,*,*,顔文字,恥ずかしい,Embarassement,Positive Emotion,*,*,(⌒_⌒;),(⌒_⌒;),顔文字
(o^ ^o),*,*,*,顔文字,恥ずかしい,Embarassement,Positive Emotion,*,*,(o^ ^o),(o^ ^o),顔文字
(*/ω＼),*,*,*,顔文字,恥ずかしい,Embarassement,Positive Emotion,*,*,(*/ω＼),(*/ω＼),顔文字
(*/。＼),*,*,*,顔文字,恥ずかしい,Embarassement,Positive Emotion,*,*,(*/。＼),(*/。＼),顔文字
(*/_＼),*,*,*,顔文字,恥ずかしい,Embarassement,Positive Emotion,*,*,(*/_＼),(*/_＼),顔文字
(*ﾉωﾉ),*,*,*,顔文字,恥ずかしい,Embarassement,Positive Emotion,*,*,(*ﾉωﾉ),(*ﾉωﾉ),顔文字
(o-_-o),*,*,*,顔文字,恥ずかしい,Embarassement,Positive Emotion,*,*,(o-_-o),(o-_-o),顔文字
(*μ_μ),*,*,*,顔文字,恥ずかしい,Embarassement,Positive Emotion,*,*,(*μ_μ),(*μ_μ),顔文字
( ◡‿◡ *),*,*,*,顔文字,恥ずかしい,Embarassement,Positive Emotion,*,*,( ◡‿◡ *),( ◡‿◡ *),顔文字
(ᵔ.ᵔ),*,*,*,顔文字,恥ずかしい,Embarassement,Positive Emotion,*,*,(ᵔ.ᵔ),(ᵔ.ᵔ),顔文字
(*ﾉ∀`*),*,*,*,顔文字,恥ずかしい,Embarassement,Positive Emotion,*,*,(*ﾉ∀`*),(*ﾉ∀`*),顔文字
(//▽//),*,*,*,顔文字,恥ずかしい,Embarassement,Positive Emotion,*,*,(//▽//),(//▽//),顔文字
(//ω//),*,*,*,顔文字,恥ずかしい,Embarassement,Positive Emotion,*,*,(//ω//),(//ω//),顔文字
(ノ*°▽°*),*,*,*,顔文字,恥ずかしい,Embarassement,Positive Emotion,*,*,(ノ*°▽°*),(ノ*°▽°*),顔文字
(*^.^*),*,*,*,顔文字,恥ずかしい,Embarassement,Positive Emotion,*,*,(*^.^*),(*^.^*),顔文字
(*ﾉ▽ﾉ),*,*,*,顔文字,恥ずかしい,Embarassement,Positive Emotion,*,*,(*ﾉ▽ﾉ),(*ﾉ▽ﾉ),顔文字
(￣▽￣*)ゞ,*,*,*,顔文字,恥ずかしい,Embarassement,Positive Emotion,*,*,(￣▽￣*)ゞ,(￣▽￣*)ゞ,顔文字
(⁄ ⁄•⁄ω⁄•⁄ ⁄),*,*,*,顔文字,恥ずかしい,Embarassement,Positive Emotion,*,*,(⁄ ⁄•⁄ω⁄•⁄ ⁄),(⁄ ⁄•⁄ω⁄•⁄ ⁄),顔文字
(*/▽＼*),*,*,*,顔文字,恥ずかしい,Embarassement,Positive Emotion,*,*,(*/▽＼*),(*/▽＼*),顔文字
(⁄ ⁄>⁄ ▽ ⁄<⁄ ⁄),*,*,*,顔文字,恥ずかしい,Embarassement,Positive Emotion,*,*,(⁄ ⁄>⁄ ▽ ⁄<⁄ ⁄),(⁄ ⁄>⁄ ▽ ⁄<⁄ ⁄),顔文字
(„ಡωಡ„),*,*,*,顔文字,恥ずかしい,Embarassement,Positive Emotion,*,*,(„ಡωಡ„),(„ಡωಡ„),顔文字
(ง ื▿ ื)ว,*,*,*,顔文字,恥ずかしい,Embarassement,Positive Emotion,*,*,(ง ื▿ ื)ว,(ง ื▿ ื)ว,顔文字
( 〃▽〃),*,*,*,顔文字,恥ずかしい,Embarassement,Positive Emotion,*,*,( 〃▽〃),( 〃▽〃),顔文字
(/▿＼ ),*,*,*,顔文字,恥ずかしい,Embarassement,Positive Emotion,*,*,(/▿＼ ),(/▿＼ ),顔文字
(///￣ ￣///),*,*,*,顔文字,恥ずかしい,Embarassement,Positive Emotion,*,*,(///￣ ￣///),(///￣ ￣///),顔文字
(ノ_<。)ヾ(´ ▽ ` ),*,*,*,顔文字,同情,Sympathy,Positive Emotion,*,*,(ノ_<。)ヾ(´ ▽ ` ),(ノ_<。)ヾ(´ ▽ ` ),顔文字
｡･ﾟ･(ﾉД`)ヽ(￣ω￣ ),*,*,*,顔文字,同情,Sympathy,Positive Emotion,*,*,｡･ﾟ･(ﾉД`)ヽ(￣ω￣ ),｡･ﾟ･(ﾉД`)ヽ(￣ω￣ ),顔文字
ρ(- ω -、)ヾ(￣ω￣; ),*,*,*,顔文字,同情,Sympathy,Positive Emotion,*,*,ρ(- ω -、)ヾ(￣ω￣; ),ρ(- ω -、)ヾ(￣ω￣; ),顔文字
ヽ(￣ω￣(。。 )ゝ,*,*,*,顔文字,同情,Sympathy,Positive Emotion,*,*,ヽ(￣ω￣(。。 )ゝ,ヽ(￣ω￣(。。 )ゝ,顔文字
(*´ I `)ﾉﾟ(ﾉД｀ﾟ)ﾟ｡,*,*,*,顔文字,同情,Sympathy,Positive Emotion,*,*,(*´ I `)ﾉﾟ(ﾉД｀ﾟ)ﾟ｡,(*´ I `)ﾉﾟ(ﾉД｀ﾟ)ﾟ｡,顔文字
ヽ(~_~(・_・ )ゝ,*,*,*,顔文字,同情,Sympathy,Positive Emotion,*,*,ヽ(~_~(・_・ )ゝ,ヽ(~_~(・_・ )ゝ,顔文字
(ﾉ_；)ヾ(´ ∀ ` ),*,*,*,顔文字,同情,Sympathy,Positive Emotion,*,*,(ﾉ_；)ヾ(´ ∀ ` ),(ﾉ_；)ヾ(´ ∀ ` ),顔文字
(; ω ; )ヾ(´∀`* ),*,*,*,顔文字,同情,Sympathy,Positive Emotion,*,*,(; ω ; )ヾ(´∀`* ),(; ω ; )ヾ(´∀`* ),顔文字
(*´ー)ﾉ(ノд`),*,*,*,顔文字,同情,Sympathy,Positive Emotion,*,*,(*´ー)ﾉ(ノд`),(*´ー)ﾉ(ノд`),顔文字
(´-ω-`( _ _ ),*,*,*,顔文字,同情,Sympathy,Positive Emotion,*,*,(´-ω-`( _ _ ),(´-ω-`( _ _ ),顔文字
(っ´ω`)ﾉ(╥ω╥),*,*,*,顔文字,同情,Sympathy,Positive Emotion,*,*,(っ´ω`)ﾉ(╥ω╥),(っ´ω`)ﾉ(╥ω╥),顔文字
